congress,name,birth,position,party,state,death
19,"VAN HORNE, Espy",1795,Representative,,PA,1829
19,"VAN RENSSELAER, Stephen, III",1764,Representative,,NY,1839
19,"VANCE, Joseph",1786,Representative,Anti-Jacksonian,OH,1852
19,"VARNUM, John",1778,Representative,,MA,1836
19,"VERPLANCK, Gulian Crommelin",1786,Representative,Jacksonian,NY,1870
19,"VINTON, Samuel Finley",1792,Representative,Whig,OH,1862
19,"WALES, George Edward",1792,Representative,,VT,1860
19,"WARD, Aaron",1790,Representative,Jacksonian,NY,1867
19,"WEBSTER, Daniel",1782,Representative,,MA,1852
19,"WEEMS, John Crompton",1778,Representative,,MD,1862
19,"WHIPPLE, Thomas, Jr.",1787,Representative,,NH,1835
19,"WHITE, Bartow",1776,Representative,,NY,1862
19,"WHITE, Hugh Lawson",1773,Senator,Jacksonian,TN,1840
19,"WHITE, Joseph M.",1789,Delegate,,FL,1839
19,"WHITMORE, Elias",1772,Representative,,NY,1853
19,"WHITTLESEY, Elisha",1783,Representative,Whig,OH,1863
19,"WICKLIFFE, Charles Anderson",1788,Representative,Jacksonian,KY,1869
19,"WILLEY, Calvin",1776,Senator,Adams,CT,1858
19,"WILLIAMS, Lewis",1782,Representative,Adams,NC,1842
19,"WILLIAMS, Thomas Hill",1780,Senator,Jacksonian,MS,1840
19,"WILSON, Henry",1778,Representative,,PA,1826
19,"WILSON, James",1779,Representative,,PA,1868
19,"WILSON, John",1773,Representative,,SC,1828
19,"WILSON, William",1773,Representative,,OH,1827
19,"WING, Austin Eli",1792,Delegate,,MI,1849
19,"WOLF, George",1777,Representative,Jackson Republican,PA,1840
19,"WOOD, Silas",1769,Representative,,NY,1847
19,"WOODBURY, Levi",1789,Senator,Jacksonian,NH,1851
19,"WOODS, John",1794,Representative,,OH,1855
19,"WORTHINGTON, Thomas Contee",1782,Representative,,MD,1847
19,"WRIGHT, John Crafts",1783,Representative,,OH,1861
19,"WURTS, John",1792,Representative,,PA,1861
19,"YOUNG, William Singleton",1790,Representative,,KY,1827
20,"ADDAMS, William",1777,Representative,Jacksonian,PA,1858
20,"ALEXANDER, Mark",1792,Representative,Jacksonian,VA,1883
20,"ALLEN, Robert",1794,Representative,Jacksonian,VA,1859
20,"ALLEN, Samuel Clesson",1772,Representative,Adams,MA,1842
20,"ALSTON, Willis",1769,Representative,Jacksonian,NC,1837
20,"ANDERSON, John",1792,Representative,Jacksonian,ME,1853
20,"ANDERSON, Samuel",1773,Representative,Adams,PA,1850
20,"ARCHER, William Segar",1789,Representative,Whig,VA,1855
20,"ARMSTRONG, William",1782,Representative,Adams,VA,1865
20,"BAILEY, John",1786,Representative,Adams,MA,1835
20,"BALDWIN, John",1772,Representative,Adams,CT,1850
20,"BARBER, Noyes",1781,Representative,Adams,CT,1844
20,"BARBOUR, John Strode",1790,Representative,Jacksonian,VA,1855
20,"BARBOUR, Philip Pendleton",1783,Representative,Jacksonian,VA,1841
20,"BARKER, David, Jr.",1797,Representative,Adams,NH,1834
20,"BARLOW, Stephen",1779,Representative,Jacksonian,PA,1845
20,"BARNARD, Daniel Dewey",1797,Representative,Adams,NY,1861
20,"BARNARD, Isaac Dutton",1791,Senator,Jacksonian,PA,1834
20,"BARNEY, John",1785,Representative,Adams,MD,1857
20,"BARRINGER, Daniel Laurens",1788,Representative,Jacksonian,NC,1852
20,"BARTLETT, Ichabod",1786,Representative,Adams,NH,1853
20,"BARTLEY, Mordecai",1783,Representative,Adams,OH,1870
20,"BARTON, David",1783,Senator,Adams,MO,1837
20,"BASSETT, Burwell",1764,Representative,Jacksonian,VA,1841
20,"BATEMAN, Ephraim",1780,Senator,Adams,NJ,1829
20,"BATES, Edward",1793,Representative,Adams,MO,1869
20,"BATES, Isaac Chapman",1779,Representative,Adams,MA,1845
20,"BEECHER, Philemon",1775,Representative,Adams,OH,1839
20,"BELDEN, George Ogilvie",1797,Representative,Jacksonian,NY,1833
20,"BELL, John",1796,Representative,Jacksonian,TN,1869
20,"BELL, Samuel",1770,Senator,Adams,NH,1850
20,"BENTON, Thomas Hart",1782,Senator,Jacksonian,MO,1858
20,"BERRIEN, John Macpherson",1781,Senator,Jacksonian,GA,1856
20,"BLAIR, John",1790,Representative,Jacksonian,TN,1863
20,"BLAKE, Thomas Holdsworth",1792,Representative,Adams,IN,1849
20,"BOULIGNY, Charles Dominique Joseph",1773,Senator,Adams-Clay Republican,LA,1833
20,"BRANCH, John",1782,Senator,Crawford Republican,NC,1863
20,"BRENT, William Leigh",1784,Representative,Adams,LA,1848
20,"BROWN, Titus",1786,Representative,Adams,NH,1849
20,"BRYAN, John Heritage",1798,Representative,Adams,NC,1870
20,"BUCHANAN, James",1791,Representative,Democratic Republican,PA,1868
20,"BUCK, Daniel Azro Ashley",1789,Representative,Adams,VT,1841
20,"BUCKNER, Richard Aylett",1763,Representative,Adams,KY,1847
20,"BUNNER, Rudolph",1779,Representative,Jacksonian,NY,1837
20,"BURGES, Tristam",1770,Representative,Adams,RI,1853
20,"BURNET, Jacob",1770,Senator,Adams,OH,1853
20,"BUTMAN, Samuel",1788,Representative,Adams,ME,1864
20,"CALHOON, John",1797,Representative,Adams,KY,
20,"CAMBRELENG, Churchill Caldom",1786,Representative,Jacksonian,NY,1862
20,"CARSON, Samuel Price",1798,Representative,Jacksonian,NC,1838
20,"CARTER, John",1792,Representative,Jacksonian,SC,1850
20,"CHAMBERS, Ezekiel Forman",1788,Senator,Adams,MD,1867
20,"CHAMBERS, John",1780,Representative,Adams,KY,1852
20,"CHANDLER, John",1762,Senator,Jacksonian,ME,1841
20,"CHASE, Dudley",1771,Senator,Anti-Jacksonian,VT,1846
20,"CHASE, Samuel",,Representative,Adams,NY,1838
20,"CHILTON, Thomas",1798,Representative,Jacksonian,KY,1854
20,"CLAIBORNE, Nathaniel Herbert",1777,Representative,Jacksonian,VA,1859
20,"CLARK, James",1779,Representative,Adams,KY,1839
20,"CLARK, John Chamberlain",1793,Representative,Jacksonian,NY,1852
20,"COBB, Thomas Willis",1784,Senator,Crawford Republican,GA,1830
20,"CONDICT, Lewis",1772,Representative,Adams,NJ,1862
20,"CONNOR, Henry William",1793,Representative,Jacksonian,NC,1866
20,"CONWAY, Henry Wharton",1793,Delegate,,AR,1827
20,"COULTER, Richard",1788,Representative,Jacksonian,PA,1852
20,"CREIGHTON, William, Jr.",1778,Representative,Adams,OH,1851
20,"CROCKETT, David",1786,Representative,Jacksonian,TN,1836
20,"CROWNINSHIELD, Benjamin Williams",1772,Representative,Adams,MA,1851
20,"CULPEPPER, John",1761,Representative,Adams,NC,1841
20,"DANIEL, Henry",1786,Representative,Jacksonian,KY,1873
20,"DAVENPORT, John",1788,Representative,Adams,OH,1855
20,"DAVENPORT, Thomas",,Representative,Jacksonian,VA,1838
20,"DAVIS, John",1787,Representative,Whig,MA,1854
20,"DAVIS, Warren Ransom",1793,Representative,Jacksonian,SC,1835
20,"DE GRAFF, John Isaac",1783,Representative,Jacksonian,NY,1848
20,"DESHA, Robert",1791,Representative,Jacksonian,TN,1849
20,"DICKERSON, Mahlon",1770,Senator,Jacksonian,NJ,1853
20,"DICKINSON, John Dean",1767,Representative,Adams,NY,1841
20,"DORSEY, Clement",1778,Representative,Adams,MD,1848
20,"DRAYTON, William",1776,Representative,Jacksonian,SC,1846
20,"DUDLEY, Charles Edward",1780,Senator,Jacksonian,NY,1841
20,"DUNCAN, Joseph",1794,Representative,Jacksonian,IL,1844
20,"DWIGHT, Henry Williams",1788,Representative,Adams,MA,1845
20,"EARLL, Jonas, Jr.",1786,Representative,Jacksonian,NY,1846
20,"EATON, John Henry",1790,Senator,Jacksonian,TN,1856
20,"ELLIS, Powhatan",1790,Senator,Jacksonian,MS,1863
20,"EVANS, David Ellicott",1788,Representative,Jacksonian,NY,1850
20,"EVERETT, Edward",1794,Representative,Whig,MA,1865
20,"FINDLAY, James",1770,Representative,Jacksonian,OH,1835
20,"FLOYD, John",1769,Representative,Jacksonian,GA,1839
20,"FLOYD, John",1783,Representative,Jacksonian,VA,1837
20,"FOOT, Samuel Augustus",1780,Senator,Adams,CT,1846
20,"FORT, Tomlinson",1787,Representative,Jacksonian,GA,1859
20,"FORWARD, Chauncey",1793,Representative,Jacksonian,PA,1839
20,"FRY, Joseph, Jr.",1781,Representative,Jacksonian,PA,1860
20,"GALE, Levin",1784,Representative,Jacksonian,MD,1834
20,"GARNSEY, Daniel Greene",1779,Representative,Adams,NY,1851
20,"GARROW, Nathaniel",1780,Representative,Jacksonian,NY,1841
20,"GILMER, George Rockingham",1790,Representative,Jacksonian,GA,1859
20,"GORHAM, Benjamin",1775,Representative,Adams,MA,1855
20,"GREEN, Innis",1776,Representative,Jacksonian,PA,1839
20,"GURLEY, Henry Hosford",1788,Representative,Adams,LA,1833
20,"HAILE, William",1797,Representative,Jacksonian,MS,1837
20,"HALL, Thomas H.",1773,Representative,Jacksonian,NC,1853
20,"HALLOCK, John, Jr.",1783,Representative,Jacksonian,NY,1840
20,"HAMILTON, James, Jr.",1786,Representative,Jacksonian,SC,1857
20,"HARRISON, William Henry",1773,Senator,Adams,OH,1841
20,"HARVEY, Jonathan",1780,Representative,Jacksonian,NH,1859
20,"HAYNE, Robert Young",1791,Senator,Jacksonian,SC,1839
20,"HAYNES, Charles Eaton",1784,Representative,Jacksonian,GA,1841
20,"HEALY, Joseph",1776,Representative,Adams,NH,1861
20,"HENDRICKS, William",1782,Senator,Adams,IN,1850
20,"HINDS, Thomas",1780,Representative,Jacksonian,MS,1840
20,"HOBBIE, Selah Reeve",1797,Representative,Jacksonian,NY,1854
20,"HODGES, James Leonard",1790,Representative,Adams,MA,1846
20,"HOFFMAN, Michael",1787,Representative,Jacksonian,NY,1848
20,"HOLCOMBE, George",1786,Representative,Jacksonian,NJ,1828
20,"HOLMES, Gabriel",1769,Representative,Jacksonian,NC,1829
20,"HOLMES, John",1773,Senator,Democratic Republican,ME,1843
20,"HUNT, Jonathan",1787,Representative,Adams,VT,1832
20,"INGERSOLL, Ralph Isaacs",1789,Representative,Adams,CT,1872
20,"INGHAM, Samuel Delucenna",1779,Representative,Jacksonian,PA,1860
20,"IREDELL, James",1788,Senator,Jacksonian,NC,1853
20,"ISACKS, Jacob C.",,Representative,Jacksonian,TN,
20,"JENNINGS, Jonathan",1784,Representative,Adams,IN,1834
20,"JOHNS, Kensey, Jr.",1791,Representative,Adams,DE,1857
20,"JOHNSON, Jeromus",1775,Representative,Jacksonian,NY,1846
20,"JOHNSON, Richard Mentor",1780,Senator,Jacksonian,KY,1850
20,"JOHNSTON, Josiah Stoddard",1784,Senator,Adams,LA,1833
20,"KANE, Elias Kent",1794,Senator,Jacksonian,IL,1835
20,"KEESE, Richard",1794,Representative,Jacksonian,NY,1883
20,"KERR, John Leeds",1780,Representative,Whig,MD,1844
20,"KING, Adam",1783,Representative,Jacksonian,PA,1835
20,"KING, William Rufus de Vane",1786,Senator,Jacksonian,AL,1853
20,"KNIGHT, Nehemiah Rice",1780,Senator,Adams,RI,1854
20,"KREMER, George",1775,Representative,Jacksonian,PA,1854
20,"LAWRENCE, Joseph",1786,Representative,Adams,PA,1842
20,"LEA, Pryor",1794,Representative,Jacksonian,TN,1879
20,"LECOMPTE, Joseph",1797,Representative,Jacksonian,KY,1851
20,"LEFFLER, Isaac",1788,Representative,Adams,VA,1866
20,"LETCHER, Robert Perkins",1788,Representative,Adams,KY,1861
20,"LITTLE, Peter",1775,Representative,Adams,MD,1830
20,"LIVINGSTON, Edward",1764,Representative,,LA,1836
20,"LOCKE, John",1764,Representative,Adams,MA,1855
20,"LONG, John",1785,Representative,Adams,NC,1857
20,"LUMPKIN, Wilson",1783,Representative,,GA,1870
20,"LYON, Chittenden",1787,Representative,Jacksonian,KY,1842
20,"MACON, Nathaniel",1757,Senator,Jacksonian,NC,1837
20,"MAGEE, John",1794,Representative,Jacksonian,NY,1868
20,"MALLARY, Rollin Carolas",1784,Representative,Adams,VT,1831
20,"MARABLE, John Hartwell",1786,Representative,Jacksonian,TN,1844
20,"MARKELL, Henry",1792,Representative,Adams,NY,1831
20,"MARKS, William",1778,Senator,Adams,PA,1858
20,"MARTIN, William Dickinson",1789,Representative,Jacksonian,SC,1833
20,"MARTINDALE, Henry Clinton",1780,Representative,Adams,NY,1860
20,"MARVIN, Dudley",1786,Representative,Adams,NY,1856
20,"MAXWELL, Lewis",1790,Representative,Adams,VA,1862
20,"MAYNARD, John",,Representative,Adams,NY,1850
20,"McCOY, William",,Representative,Jacksonian,VA,1864
20,"McDUFFIE, George",1790,Representative,Democrat,SC,1851
20,"McHATTON, Robert Lytle",1788,Representative,Jacksonian,KY,1835
20,"McINTIRE, Rufus",1784,Representative,Jacksonian,ME,1866
20,"McKEAN, Samuel",1787,Representative,Jacksonian,PA,1841
20,"McKEE, John",1771,Representative,Jacksonian,AL,1832
20,"McKINLEY, John",1780,Senator,Jacksonian,AL,1852
20,"McLANE, Louis",1786,Senator,Jacksonian,DE,1857
20,"McLEAN, William",1794,Representative,Adams,OH,1839
20,"MERCER, Charles Fenton",1778,Representative,Adams,VA,1858
20,"MERWIN, Orange",1777,Representative,Adams,CT,1853
20,"METCALFE, Thomas",1780,Representative,Whig,KY,1855
20,"MILLER, Daniel H.",,Representative,Jacksonian,PA,1846
20,"MINER, Charles",1780,Representative,Adams,PA,1865
20,"MITCHELL, James Coffield",1786,Representative,Jacksonian,TN,1843
20,"MITCHELL, John",1781,Representative,Jacksonian,PA,1849
20,"MITCHELL, Thomas Rothmaler",1783,Representative,Jacksonian,SC,1837
20,"MOORE, Gabriel",1785,Representative,Jacksonian,AL,1845
20,"MOORE, Thomas Patrick",1797,Representative,Jacksonian,KY,1853
20,"MUHLENBERG, Francis Swaine",1795,Representative,Adams,OH,1831
20,"NEWTON, Thomas, Jr.",1768,Representative,Adams,VA,1847
20,"NOBLE, James",1785,Senator,Adams,IN,1831
20,"NUCKOLLS, William Thompson",1801,Representative,Jacksonian,SC,1855
20,"O'BRIEN, Jeremiah",1778,Representative,Adams,ME,1858
20,"OAKLEY, Thomas Jackson",1783,Representative,Jacksonian,NY,1857
20,"ORR, Robert, Jr.",1786,Representative,Jacksonian,PA,1876
20,"OWEN, George Washington",1796,Representative,Jacksonian,AL,1837
20,"PARRIS, Albion Keith",1788,Senator,Jacksonian,ME,1857
20,"PEARCE, Dutee Jerauld",1789,Representative,Adams,RI,1849
20,"PHELPS, Elisha",1779,Representative,Adams,CT,1847
20,"PIERSON, Isaac",1770,Representative,Adams,NJ,1833
20,"PLANT, David",1783,Representative,Adams,CT,1851
20,"POLK, James Knox",1795,Representative,Jacksonian,TN,1849
20,"PRINCE, Oliver Hillhouse",1787,Senator,Jacksonian,GA,1837
20,"RAMSEY, William",1779,Representative,Jacksonian,PA,1831
20,"RANDOLPH, James Fitz",1791,Representative,Adams,NJ,1872
20,"RANDOLPH, John",1773,Representative,,VA,1833
20,"REED, John",1781,Representative,Adams,MA,1860
20,"RICHARDSON, Joseph",1778,Representative,Adams,MA,1871
20,"RIDGELY, Henry Moore",1779,Senator,Jacksonian,DE,1847
20,"RIPLEY, James Wheelock",1786,Representative,Jacksonian,ME,1835
20,"RIVES, William Cabell",1793,Representative,Jacksonian,VA,1868
20,"ROANE, John",1766,Representative,Jacksonian,VA,1838
20,"ROBBINS, Asher",1761,Senator,Adams,RI,1845
20,"ROWAN, John",1773,Senator,Jacksonian,KY,1843
20,"RUGGLES, Benjamin",1783,Senator,Adams,OH,1857
20,"RUSSELL, William",1782,Representative,Jacksonian,OH,1845
20,"SANFORD, Nathan",1777,Senator,Adams,NY,1838
20,"SAWYER, Lemuel",1777,Representative,Jacksonian,NC,1852
20,"SERGEANT, John",1779,Representative,Adams,PA,1852
20,"SEVIER, Ambrose Hundley",1801,Delegate,Jacksonian,AR,1848
20,"SEYMOUR, Horatio",1778,Senator,Adams,VT,1857
20,"SHEPPERD, Augustine Henry",1792,Representative,Jacksonian,NC,1864
20,"SILSBEE, Nathaniel",1773,Senator,Adams,MA,1850
20,"SINNICKSON, Thomas",1786,Representative,Adams,NJ,1873
20,"SLOANE, John",1779,Representative,Adams,OH,1856
20,"SMITH, Oliver Hampton",1794,Representative,Whig,IN,1859
20,"SMITH, Samuel",1752,Senator,Jacksonian,MD,1839
20,"SMITH, William",1762,Senator,Democratic Republican,SC,1840
20,"SMYTH, Alexander",1765,Representative,Jacksonian,VA,1830
20,"SPRAGUE, Peleg",1793,Representative,,ME,1880
20,"SPRIGG, Michael Cresap",1791,Representative,Jacksonian,MD,1845
20,"STANBERY, William",1788,Representative,Jacksonian,OH,1873
20,"STERIGERE, John Benton",1793,Representative,Jacksonian,PA,1852
20,"STEVENSON, Andrew",1784,Speaker of the House,Jacksonian,US,1857
20,"STEVENSON, James S.",1780,Representative,Jacksonian,PA,1831
20,"STEWART, Andrew",1791,Representative,Adams,PA,1872
20,"STORRS, Henry Randolph",1787,Representative,Adams,NY,1837
20,"STOWER, John G.",1791,Representative,Jacksonian,NY,1850
20,"STRONG, James",1783,Representative,Adams,NY,1847
20,"SUTHERLAND, Joel Barlow",1792,Representative,Jacksonian,PA,1861
20,"SWAN, Samuel",1771,Representative,Adams,NJ,1844
20,"SWIFT, Benjamin",1781,Representative,Whig,VT,1847
20,"TABER, Thomas, II",1785,Representative,Jacksonian,NY,1862
20,"TALIAFERRO, John",1768,Representative,Adams,VA,1852
20,"TAYLOR, John W.",1784,Representative,Adams,NY,1854
20,"TAZEWELL, Littleton Waller",1774,Senator,Jackson Republican,VA,1860
20,"THOMAS, Jesse Burgess",1777,Senator,Adams,IL,1853
20,"THOMPSON, Hedge",1780,Representative,,NJ,1828
20,"THOMPSON, Wiley",1781,Representative,Jacksonian,GA,1835
20,"TRACY, Phineas Lyman",1786,Representative,Anti-Masonic,NY,1876
20,"TREZVANT, James",,Representative,Jacksonian,VA,1841
20,"TUCKER, Ebenezer",1758,Representative,,NJ,1845
20,"TUCKER, Starling",1770,Representative,Jacksonian,SC,1834
20,"TURNER, Daniel",1796,Representative,,NC,1860
20,"TYLER, John",1790,Senator,Jacksonian,VA,1862
20,"VAN BUREN, Martin",1782,Senator,Jacksonian,NY,1862
20,"VAN HORNE, Espy",1795,Representative,,PA,1829
20,"VAN RENSSELAER, Stephen, III",1764,Representative,,NY,1839
20,"VANCE, Joseph",1786,Representative,Anti-Jacksonian,OH,1852
20,"VARNUM, John",1778,Representative,,MA,1836
20,"VERPLANCK, Gulian Crommelin",1786,Representative,Jacksonian,NY,1870
20,"VINTON, Samuel Finley",1792,Representative,Whig,OH,1862
20,"WALES, George Edward",1792,Representative,,VT,1860
20,"WARD, Aaron",1790,Representative,Jacksonian,NY,1867
20,"WASHINGTON, George Corbin",1789,Representative,Anti-Jacksonian,MD,1854
20,"WEBSTER, Daniel",1782,Senator,Adams,MA,1852
20,"WEEMS, John Crompton",1778,Representative,,MD,1862
20,"WHIPPLE, Thomas, Jr.",1787,Representative,,NH,1835
20,"WHITE, Hugh Lawson",1773,Senator,Jacksonian,TN,1840
20,"WHITE, Joseph M.",1789,Delegate,,FL,1839
20,"WHITTLESEY, Elisha",1783,Representative,Whig,OH,1863
20,"WICKLIFFE, Charles Anderson",1788,Representative,Jacksonian,KY,1869
20,"WILDE, Richard Henry",1789,Representative,Jacksonian,GA,1847
20,"WILLEY, Calvin",1776,Senator,Adams,CT,1858
20,"WILLIAMS, Lewis",1782,Representative,Adams,NC,1842
20,"WILLIAMS, Thomas Hill",1780,Senator,Jacksonian,MS,1840
20,"WILSON, Ephraim King",1771,Representative,Jacksonian,MD,1834
20,"WILSON, James",1779,Representative,,PA,1868
20,"WILSON, William",1773,Representative,,OH,1827
20,"WING, Austin Eli",1792,Delegate,,MI,1849
20,"WINGATE, Joseph Ferdinand",1786,Representative,,ME,
20,"WOLF, George",1777,Representative,Jackson Republican,PA,1840
20,"WOOD, John Jacob",1784,Representative,,NY,1874
20,"WOOD, Silas",1769,Representative,,NY,1847
20,"WOODBURY, Levi",1789,Senator,Jacksonian,NH,1851
20,"WOODCOCK, David",1785,Representative,,NY,1835
20,"WOODS, John",1794,Representative,,OH,1855
20,"WRIGHT, John Crafts",1783,Representative,,OH,1861
20,"WRIGHT, Silas, Jr.",1795,Representative,Jacksonian,NY,1847
20,"YANCEY, Joel",1773,Representative,Jacksonian,KY,1838
20,"YOUNG, William Singleton",1790,Representative,,KY,1827
21,"ADAMS, Robert Huntington",1792,Senator,Jacksonian,MS,1830
21,"ALEXANDER, Mark",1792,Representative,Jacksonian,VA,1883
21,"ALLEN, Robert",1794,Representative,Jacksonian,VA,1859
21,"ALSTON, Willis",1769,Representative,Jacksonian,NC,1837
21,"ANDERSON, John",1792,Representative,Jacksonian,ME,1853
21,"ANGEL, William G.",1790,Representative,Jacksonian,NY,1858
21,"ARCHER, William Segar",1789,Representative,Whig,VA,1855
21,"ARMSTRONG, William",1782,Representative,Anti-Jacksonian,VA,1865
21,"ARNOLD, Benedict",1780,Representative,Anti-Jacksonian,NY,1849
21,"BAILEY, John",1786,Representative,Anti-Jacksonian,MA,1835
21,"BAKER, David Jewett",1792,Senator,Democrat,IL,1869
21,"BARBER, Noyes",1781,Representative,Anti-Jacksonian,CT,1844
21,"BARBOUR, John Strode",1790,Representative,Jacksonian,VA,1855
21,"BARBOUR, Philip Pendleton",1783,Representative,Jacksonian,VA,1841
21,"BARNARD, Isaac Dutton",1791,Senator,Jacksonian,PA,1834
21,"BARNWELL, Robert Woodward",1801,Representative,Jacksonian,SC,1882
21,"BARRINGER, Daniel Laurens",1788,Representative,Jacksonian,NC,1852
21,"BARTLEY, Mordecai",1783,Representative,Anti-Jacksonian,OH,1870
21,"BARTON, David",1783,Senator,Anti-Jacksonian,MO,1837
21,"BATES, Isaac Chapman",1779,Representative,Anti-Jacksonian,MA,1845
21,"BAYLOR, Robert Emmett Bledsoe",1793,Representative,Jacksonian,AL,1874
21,"BEEKMAN, Thomas",,Representative,Anti-Jacksonian,NY,
21,"BELL, John",1796,Representative,Jacksonian,TN,1869
21,"BELL, Samuel",1770,Senator,Anti-Jacksonian,NH,1850
21,"BENTON, Thomas Hart",1782,Senator,Jacksonian,MO,1858
21,"BERRIEN, John Macpherson",1781,Senator,Jacksonian,GA,1856
21,"BIBB, George Mortimer",1776,Senator,Jacksonian,KY,1859
21,"BIDDLE, John",1792,Delegate,,MI,1859
21,"BLAIR, James",1790c,Representative,Jacksonian,SC,1834
21,"BLAIR, John",1790,Representative,Jacksonian,TN,1863
21,"BOCKEE, Abraham",1784,Representative,Jacksonian,NY,1865
21,"BOON, Ratliff",1781,Representative,Jacksonian,IN,1844
21,"BORST, Peter I.",1797,Representative,Jacksonian,NY,1848
21,"BOULDIN, Thomas Tyler",1781,Representative,Jacksonian,VA,1834
21,"BRANCH, John",1782,Senator,Crawford Republican,NC,1863
21,"BRODHEAD, John",1770,Representative,Jacksonian,NH,1838
21,"BROWN, Bedford",1795,Senator,Jacksonian,NC,1870
21,"BROWN, Elias",1793,Representative,Jacksonian,MD,1857
21,"BUCHANAN, James",1791,Representative,Democratic Republican,PA,1868
21,"BURGES, Tristam",1770,Representative,Anti-Jacksonian,RI,1853
21,"BURNET, Jacob",1770,Senator,Adams,OH,1853
21,"BUTMAN, Samuel",1788,Representative,Anti-Jacksonian,ME,1864
21,"CAHOON, William",1774,Representative,Anti-Masonic,VT,1833
21,"CAMBRELENG, Churchill Caldom",1786,Representative,Jacksonian,NY,1862
21,"CAMPBELL, John",,Representative,Jacksonian,SC,1845
21,"CARSON, Samuel Price",1798,Representative,Jacksonian,NC,1838
21,"CHAMBERS, Ezekiel Forman",1788,Senator,Adams,MD,1867
21,"CHANDLER, Thomas",1772,Representative,Jacksonian,NH,1866
21,"CHASE, Dudley",1771,Senator,Anti-Jacksonian,VT,1846
21,"CHILDS, Timothy",1785,Representative,Anti-Masonic,NY,1847
21,"CHILTON, Thomas",1798,Representative,Jacksonian,KY,1854
21,"CLAIBORNE, Nathaniel Herbert",1777,Representative,Jacksonian,VA,1859
21,"CLARK, James",1779,Representative,Anti-Jacksonian,KY,1839
21,"CLAY, Clement Comer",1789,Representative,Democrat,AL,1866
21,"CLAYTON, John Middleton",1796,Senator,Anti-Jacksonian,DE,1856
21,"COKE, Richard, Jr.",1790,Representative,Jacksonian,VA,1851
21,"COLEMAN, Nicholas Daniel",1800,Representative,Jacksonian,KY,1874
21,"CONDICT, Lewis",1772,Representative,Anti-Jacksonian,NJ,1862
21,"CONNOR, Henry William",1793,Representative,Jacksonian,NC,1866
21,"COOPER, Richard Matlack",1768,Representative,Anti-Jacksonian,NJ,1843
21,"COULTER, Richard",1788,Representative,Jacksonian,PA,1852
21,"COWLES, Henry Booth",1798,Representative,Anti-Jacksonian,NY,1873
21,"CRAIG, Hector",1775,Representative,Jacksonian,NY,1842
21,"CRAIG, Robert",1792,Representative,Jacksonian,VA,1852
21,"CRANE, Joseph Halsey",1782,Representative,Anti-Jacksonian,OH,1851
21,"CRAWFORD, Thomas Hartley",1786,Representative,Jacksonian,PA,1863
21,"CREIGHTON, William, Jr.",1778,Representative,Anti-Jacksonian,OH,1851
21,"CROCHERON, Jacob",1774,Representative,Jacksonian,NY,1849
21,"CROCKETT, David",1786,Representative,Anti-Jacksonian,TN,1836
21,"CROWNINSHIELD, Benjamin Williams",1772,Representative,Anti-Jacksonian,MA,1851
21,"DANIEL, Henry",1786,Representative,Jacksonian,KY,1873
21,"DAVENPORT, Thomas",,Representative,Jacksonian,VA,1838
21,"DAVIS, John",1787,Representative,Whig,MA,1854
21,"DAVIS, Warren Ransom",1793,Representative,Jacksonian,SC,1835
21,"DE WITT, Charles Gerrit",1789,Representative,Jacksonian,NY,1839
21,"DEBERRY, Edmund",1787,Representative,Anti-Jacksonian,NC,1859
21,"DENNY, Harmar",1794,Representative,Anti-Masonic,PA,1852
21,"DESHA, Robert",1791,Representative,Jacksonian,TN,1849
21,"DICKERSON, Mahlon",1770,Senator,Jacksonian,NJ,1853
21,"DICKINSON, John Dean",1767,Representative,Anti-Jacksonian,NY,1841
21,"DODDRIDGE, Philip",1773,Representative,Anti-Jacksonian,VA,1832
21,"DORSEY, Clement",1778,Representative,Anti-Jacksonian,MD,1848
21,"DRAPER, Joseph",1794,Representative,Jacksonian,VA,1834
21,"DRAYTON, William",1776,Representative,Jacksonian,SC,1846
21,"DUDLEY, Charles Edward",1780,Senator,Jacksonian,NY,1841
21,"DUDLEY, Edward Bishop",1789,Representative,Jacksonian,NC,1855
21,"DUNCAN, Joseph",1794,Representative,Jacksonian,IL,1844
21,"DWIGHT, Henry Williams",1788,Representative,Anti-Jacksonian,MA,1845
21,"EAGER, Samuel Watkins",1789,Representative,Anti-Jacksonian,NY,1860
21,"EARLL, Jonas, Jr.",1786,Representative,Jacksonian,NY,1846
21,"EATON, John Henry",1790,Senator,Jacksonian,TN,1856
21,"ELLIS, Powhatan",1790,Senator,Jacksonian,MS,1863
21,"ELLSWORTH, William Wolcott",1791,Representative,Anti-Jacksonian,CT,1868
21,"EVANS, George",1797,Representative,Whig,ME,1867
21,"EVANS, Joshua, Jr.",1777,Representative,Jacksonian,PA,1846
21,"EVERETT, Edward",1794,Representative,Whig,MA,1865
21,"EVERETT, Horace",1779,Representative,Anti-Jacksonian,VT,1851
21,"FINCH, Isaac",1783,Representative,Anti-Jacksonian,NY,1845
21,"FINDLAY, James",1770,Representative,Jacksonian,OH,1835
21,"FISHER, George",1788,Representative,Anti-Jacksonian,NY,1861
21,"FOOT, Samuel Augustus",1780,Senator,Anti-Jacksonian,CT,1846
21,"FORD, James",1783,Representative,Jacksonian,PA,1859
21,"FORSYTH, John",1780,Senator,Jacksonian,GA,1841
21,"FORWARD, Chauncey",1793,Representative,Jacksonian,PA,1839
